STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency,GEO_PICT,Pacific Island Countries and territories,INDICATOR,Indicator,SEX,Sex,AGE,Age,URBANIZATION,Urbanization,DISABILITY,Disability,EDUCATION,Education level,TIME_PERIOD,Time,OBS_VALUE,Observation value,UNIT_MEASURE,Unit of measure,UNIT_MULT,Unit multiplier,OBS_STATUS,Observation Status,DATA_SOURCE,Data source,OBS_COMMENT,Comment,CONF_STATUS,Confidentiality status
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y55T64,55-64,R,Rural,_T,No breakdown by disability,5-8,Tertiary education,2020,,330,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y55T64,55-64,R,Rural,_T,No breakdown by disability,9,Level not stated,2020,,23,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y55T64,55-64,R,Rural,PD,Persons with disability,_T,All education levels,2020,,1055,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y55T64,55-64,R,Rural,PD,Persons with disability,0,Early childhood education,2020,,244,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y55T64,55-64,R,Rural,PD,Persons with disability,1,Primary education,2020,,581,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y55T64,55-64,R,Rural,PD,Persons with disability,2,Lower secondary education,2020,,162,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y55T64,55-64,R,Rural,PD,Persons with disability,3,Upper secondary education,2020,,26,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y55T64,55-64,R,Rural,PD,Persons with disability,5-8,Tertiary education,2020,,36,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y55T64,55-64,R,Rural,PWD,Persons without disability,_T,All education levels,2020,,10901,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y55T64,55-64,R,Rural,PWD,Persons without disability,0,Early childhood education,2020,,2497,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y55T64,55-64,R,Rural,PWD,Persons without disability,1,Primary education,2020,,5817,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y55T64,55-64,R,Rural,PWD,Persons without disability,2,Lower secondary education,2020,,1883,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y55T64,55-64,R,Rural,PWD,Persons without disability,3,Upper secondary education,2020,,392,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y55T64,55-64,R,Rural,PWD,Persons without disability,5-8,Tertiary education,2020,,293,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y55T64,55-64,R,Rural,PWD,Persons without disability,9,Level not stated,2020,,18,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y65T999,65+,_T,National,_T,No breakdown by disability,_T,All education levels,2020,,12435,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y65T999,65+,_T,National,_T,No breakdown by disability,0,Early childhood education,2020,,4111,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y65T999,65+,_T,National,_T,No breakdown by disability,1,Primary education,2020,,5852,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y65T999,65+,_T,National,_T,No breakdown by disability,2,Lower secondary education,2020,,1570,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y65T999,65+,_T,National,_T,No breakdown by disability,3,Upper secondary education,2020,,386,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y65T999,65+,_T,National,_T,No breakdown by disability,5-8,Tertiary education,2020,,447,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y65T999,65+,_T,National,_T,No breakdown by disability,9,Level not stated,2020,,70,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y65T999,65+,_T,National,PD,Persons with disability,_T,All education levels,2020,,3347,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y65T999,65+,_T,National,PD,Persons with disability,0,Early childhood education,2020,,1302,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y65T999,65+,_T,National,PD,Persons with disability,1,Primary education,2020,,1520,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y65T999,65+,_T,National,PD,Persons with disability,2,Lower secondary education,2020,,318,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y65T999,65+,_T,National,PD,Persons with disability,3,Upper secondary education,2020,,93,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y65T999,65+,_T,National,PD,Persons with disability,5-8,Tertiary education,2020,,90,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y65T999,65+,_T,National,PD,Persons with disability,9,Level not stated,2020,,25,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y65T999,65+,_T,National,PWD,Persons without disability,_T,All education levels,2020,,9088,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y65T999,65+,_T,National,PWD,Persons without disability,0,Early childhood education,2020,,2810,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y65T999,65+,_T,National,PWD,Persons without disability,1,Primary education,2020,,4332,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y65T999,65+,_T,National,PWD,Persons without disability,2,Lower secondary education,2020,,1252,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y65T999,65+,_T,National,PWD,Persons without disability,3,Upper secondary education,2020,,293,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y65T999,65+,_T,National,PWD,Persons without disability,5-8,Tertiary education,2020,,357,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y65T999,65+,_T,National,PWD,Persons without disability,9,Level not stated,2020,,45,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y65T999,65+,U,Urban,_T,No breakdown by disability,_T,All education levels,2020,,2022,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y65T999,65+,U,Urban,_T,No breakdown by disability,0,Early childhood education,2020,,371,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y65T999,65+,U,Urban,_T,No breakdown by disability,1,Primary education,2020,,851,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y65T999,65+,U,Urban,_T,No breakdown by disability,2,Lower secondary education,2020,,398,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y65T999,65+,U,Urban,_T,No breakdown by disability,3,Upper secondary education,2020,,150,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y65T999,65+,U,Urban,_T,No breakdown by disability,5-8,Tertiary education,2020,,234,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y65T999,65+,U,Urban,_T,No breakdown by disability,9,Level not stated,2020,,18,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y65T999,65+,U,Urban,PD,Persons with disability,_T,All education levels,2020,,472,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y65T999,65+,U,Urban,PD,Persons with disability,0,Early childhood education,2020,,118,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y65T999,65+,U,Urban,PD,Persons with disability,1,Primary education,2020,,203,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y65T999,65+,U,Urban,PD,Persons with disability,2,Lower secondary education,2020,,81,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y65T999,65+,U,Urban,PD,Persons with disability,3,Upper secondary education,2020,,28,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y65T999,65+,U,Urban,PD,Persons with disability,5-8,Tertiary education,2020,,37,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y65T999,65+,U,Urban,PWD,Persons without disability,_T,All education levels,2020,,1550,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y65T999,65+,U,Urban,PWD,Persons without disability,0,Early childhood education,2020,,252,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y65T999,65+,U,Urban,PWD,Persons without disability,1,Primary education,2020,,648,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y65T999,65+,U,Urban,PWD,Persons without disability,2,Lower secondary education,2020,,316,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y65T999,65+,U,Urban,PWD,Persons without disability,3,Upper secondary education,2020,,122,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y65T999,65+,U,Urban,PWD,Persons without disability,5-8,Tertiary education,2020,,197,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y65T999,65+,U,Urban,PWD,Persons without disability,9,Level not stated,2020,,15,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y65T999,65+,R,Rural,_T,No breakdown by disability,_T,All education levels,2020,,10413,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y65T999,65+,R,Rural,_T,No breakdown by disability,0,Early childhood education,2020,,3741,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y65T999,65+,R,Rural,_T,No breakdown by disability,1,Primary education,2020,,5001,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y65T999,65+,R,Rural,_T,No breakdown by disability,2,Lower secondary education,2020,,1172,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y65T999,65+,R,Rural,_T,No breakdown by disability,3,Upper secondary education,2020,,236,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y65T999,65+,R,Rural,_T,No breakdown by disability,5-8,Tertiary education,2020,,213,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y65T999,65+,R,Rural,_T,No breakdown by disability,9,Level not stated,2020,,51,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y65T999,65+,R,Rural,PD,Persons with disability,_T,All education levels,2020,,2875,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y65T999,65+,R,Rural,PD,Persons with disability,0,Early childhood education,2020,,1184,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y65T999,65+,R,Rural,PD,Persons with disability,1,Primary education,2020,,1316,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y65T999,65+,R,Rural,PD,Persons with disability,2,Lower secondary education,2020,,237,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y65T999,65+,R,Rural,PD,Persons with disability,3,Upper secondary education,2020,,65,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y65T999,65+,R,Rural,PD,Persons with disability,5-8,Tertiary education,2020,,53,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y65T999,65+,R,Rural,PD,Persons with disability,9,Level not stated,2020,,21,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y65T999,65+,R,Rural,PWD,Persons without disability,_T,All education levels,2020,,7538,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y65T999,65+,R,Rural,PWD,Persons without disability,0,Early childhood education,2020,,2557,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,_T,Total,Y65T999,65+,R,Rural,PWD,Persons without disability,1,Primary education,2020,,3684,,N,units,,,,,,,,,,
